student_id,race_ethn,gender,days_present,days_absent,home_address
8ad5bfcdc402,white,male,177,1,2311 W HOWARD ST CHICAGO IL 60645
8adb8666e051,white,female,176,2,120 N WELLS ST CHICAGO IL 60606
8addf22a3340,white,male,176,2,619 W RANDOLPH ST IL 60661
8ae06e712e83,hispanic,male,176,2,8300 S St. Louis AVE CHICAGO IL 60652
8aef4a11da01,hispanic,female,177,1,2132 S MICHIGAN AVE CHICAGO IL 60616
8af6ae851549,hispanic,female,174,4,3637 N HARLEM AVE IL 60634
8af928a5f8b5,white,female,176,2,703 W 103RD ST CHICAGO 60628
8b050c2347bb,white,male,177,1,1155 E 57TH ST CHICAGO IL 60637
8b14faeee186,white,female,177,1,5051 N Kenneth (4432W) CHICAGO IL 60630
8b18ae8db106,white,male,175,3,8500 S HOLLAND RD CHICAGO IL 60620
8b1cc31c6d0b,white,female,176,2,2939 W ADDISON ST CHICAGO IL 60618
8b300718507f,white,male,175,3,2007-2009 S DAMEN AVE CHICAGO IL 60608
8b4e5cd9e53e,white,female,176,2,4600 W BELMONT AVE CHICAGO IL 60641
8b538cf38555,white,female,175,3,3207 W 51ST ST CHICAGO IL 60632
8b5c5efda08b,white,male,177,1,400 N WELLS ST CHICAGO IL 60654
8b5d09adc847,white,female,176,2,2019 W LAWRENCE AVE CHICAGO IL 60625
8b6515d968f5,black,male,175,3,2850 W 24th St CHICAGO IL 60623
8b6bbd707f1d,white,male,176,2,247 W 23RD PL CHICAGO IL 60616
8b6debb3cf98,hispanic,female,174,4,101-103 W 119TH ST CHICAGO IL 60628
8b6e4504a334,white,female,177,1,5039-5043 N BROADWAY CHICAGO IL 60640
8b784381689c,white,male,176,2,5218 N NORTHWEST HWY CHICAGO 60630
8b7e4c09d40e,white,male,177,1,2410 W 111TH ST CHICAGO IL 60655
8b80baa80e14,hispanic,male,176,2,111 W ADAMS ST CHICAGO IL 60603
8b88204afaa6,white,male,175,3,30 E HUBBARD ST CHICAGO IL 60611
8b906bd20531,hispanic,female,175,3,5860 N PULASKI RD CHICAGO 60646
8b9320766cd5,hispanic,female,176,2,3615 W 16th St  (1600S) CHICAGO IL 60623
8b9505655190,white,male,177,1,4356 N LEAVITT ST CHICAGO IL 60618
8ba97aeadce9,black,female,176,2,6661 N CLARK ST CHICAGO IL 60626
8bafc1d21e66,white,male,177,1,CHICAGO IL 60628
8bb791ded7ba,white,female,175,3,4506 W 63RD ST CHICAGO IL 60629
8bbc80e6689f,hispanic,female,176,2,3637 W IRVING PARK RD CHICAGO IL 60618
8bbc9429d66b,white,male,176,2,2421 S OAKLEY AVE IL 60608
8bbcdde681af,hispanic,female,170,8,2415 N ASHLAND AVE CHICAGO IL 60614
8bc50764ced5,black,male,176,2,11610 S WESTERN AVE CHICAGO IL 60643
8bcd4d8a99f1,black,male,176,2,7836-7838 S WESTERN AVE IL 60620
8bddbde67a69,hispanic,female,175,3,1112 W ARMITAGE AVE CHICAGO IL 60614
8bde9fc1c342,white,female,177,1,3810 W 81st Pl CHICAGO IL 60652
8bea0457bf12,white,male,177,1,3843 N CICERO AVE CHICAGO IL 60641
8bf6e0ccdfaf,white,male,177,1,1343 W 18TH ST CHICAGO IL 60608
8bfe3817934f,hispanic,female,173,5,6958 N CLARK ST CHICAGO IL 60626
8bfe3c4f91e5,white,female,176,2,130 S CANAL ST CHICAGO IL 60606
8c007b21b4a3,white,male,177,1,1542 W 69TH ST CHICAGO IL 60636
8c22a0cb2028,white,female,174,4,2434 S CALIFORNIA AVE CHICAGO IL 60608
8c2c1b4ffbca,white,female,177,1,11439 S MICHIGAN AVE CHICAGO IL 60628
8c303a5c141c,black,female,177,1,2907 W DEVON AVE CHICAGO IL 60659
8c348cd9ac00,hispanic,female,176,2,24 S MICHIGAN AVE CHICAGO IL 60603
8c367d20dd4f,white,female,176,2,11019-11025 S HALSTED ST IL 60628
8c382405ce06,black,male,177,1,1850 S BLUE ISLAND AVE CHICAGO IL 60608
8c3b1b589a96,white,male,177,1,7050 S MAY CHICAGO IL 60621
8c432202cc11,white,male,177,1,5700 W DIVERSEY AVE CHICAGO IL 60639
8c4a83eb392e,white,female,178,0,6158 N CLARK ST CHICAGO IL 60660
8c560721b094,black,female,175,3,2021 W Fulton (300N) CHICAGO IL 60612
8c5aef9e9c36,white,male,178,0,1232 N LA SALLE DR CHICAGO IL 60610
8c5c3cb09dfd,black,female,176,2,7400 S ASHLAND AVE IL 60636
8c5e4d495c5a,black,female,176,2,3221 W ARMITAGE AVE CHICAGO IL 60647
8c5fcdcb6fc8,white,male,177,1,4420 N BEACON ST CHICAGO IL 60640
8c6241c12a93,white,female,176,2,1148 W WILSON AVE CHICAGO IL 60640
8c67b668283f,white,female,176,2,190 N STATE ST CHICAGO IL 60601
8c6af4224c7b,black,male,175,3,9800 S HALSTED ST CHICAGO IL 60628
8c6c1e80c8e9,white,female,175,3,915 E 60TH ST CHICAGO IL 60637
8c6d8d5a7c47,hispanic,female,176,2,9485 S EWING AVE CHICAGO IL 60617
8c70150ba800,black,male,177,1,1901 W 79TH ST CHICAGO IL 60620
8c7284d14684,white,male,177,1,4346 S California AVE CHICAGO IL 60632
8c74cca15f3a,hispanic,male,176,2,1608 W 59TH ST CHICAGO IL 60636
8c8a26488723,white,female,176,2,4732 N LINCOLN AVE CHICAGO IL 60625
8c8bc63e45b5,white,male,177,1,6349 N CALIFORNIA AVE CHICAGO IL 60659
8c8cd6b402ca,black,female,176,2,1570-1/2 N DAMEN AVE CHICAGO IL 60622
8c8da65a40ed,white,female,176,2,1130 W ARGYLE ST CHICAGO IL 60640
8c8dfe098284,white,female,176,2,4559 S HALSTED ST CHICAGO IL 60609
8ca24eaad8af,white,female,177,1,1127 W BRYN MAWR AVE CHICAGO IL 60660
8cae65b1cf30,white,female,176,2,13110 S BALTIMORE AVE CHICAGO IL 60633
8cb79fcade02,white,female,177,1,543 N Waller CHICAGO IL 60644
8ccc11617309,black,male,176,2,5705-5707 N CLARK ST CHICAGO IL 60660
8ccfff2e5dfb,black,male,175,3,5657-5659 N CLARK ST CHICAGO IL 60660
8cd83e6b0b7c,black,male,175,3,200 S LARAMIE AVE CHICAGO IL 60644
8cdb0dcead2f,white,male,176,2,5929 N LINCOLN AVE CHICAGO IL 60659
8ce0c9ecb7f2,white,male,176,2,4160 N LINCOLN AVE CHICAGO IL 60618
8ce6c8304a2c,white,male,177,1,746 W WEBSTER AVE CHICAGO IL 60614
8ce901277b2d,hispanic,male,177,1,CHICAGO IL 60618
8cee01355027,white,female,176,2,2532 W 51ST ST CHICAGO IL 60632
8cf832a87935,black,female,174,4,11658 S TORRENCE AVE IL 60617
8d0a0778eeb1,white,male,176,2,4005 N BROADWAY CHICAGO IL
8d0d7c8dc939,hispanic,male,176,2,5301 S HYDE PARK BLVD CHICAGO IL 60615
8d0e75dcd9cd,white,male,177,1,2500 N CENTRAL AVE CHICAGO IL 60639
8d11b41b7226,white,female,177,1,930 W EVERGREEN AVE CHICAGO IL 60642
8d131419a18c,asian,female,176,2,4800 N SHERIDAN RD CHICAGO IL 60640
8d1d40cba637,hispanic,male,177,1,4900 S CICERO AVE CHICAGO IL 60638
8d23df02fb94,white,female,171,7,1036 W BRYN MAWR AVE CHICAGO IL 60660
8d24eaa7af1c,white,male,177,1,3240 N ASHLAND AVE CHICAGO IL 60657
8d25bb8d5902,white,male,175,3,1763 W HOWARD ST CHICAGO IL 60626
8d26c60bb294,white,female,177,1,7626 S HALSTED ST CHICAGO IL 60620
8d274d2f406b,white,female,177,1,1524 N ASHLAND AVE CHICAGO IL 60622
8d2fad904ba5,white,male,177,1,4617 N CLARK ST CHICAGO IL 60640
8d320715a9b4,asian,female,177,1,1316 W 111TH ST CHICAGO IL 60643
8d32e8750f3e,white,female,176,2,205 E GRAND AVE CHICAGO IL 60611
8d3cbe7042e1,white,female,177,1,7652 W BELMONT AVE CHICAGO IL 60634
8d41d93494c0,white,female,176,2,2114 W 22ND PL CHICAGO IL 60608
8d4655d63c19,white,male,175,3,10 W DIVISION ST CHICAGO IL 60610
8d4bf535b40f,white,male,177,1,29 E 87TH ST CHICAGO IL 60619
8d530a138924,white,male,176,2,2100 S CALIFORNIA AVE CHICAGO IL 60608
8d55e6394f2e,white,male,177,1,1969 N HALSTED ST CHICAGO IL 60614
8d5ba4eb59e5,white,female,175,3,2344 W GRAND AVE IL 60612
8d63a8cd8c65,white,male,177,1,4444-46 S KEDZIE AVE CHICAGO IL 60632
8d65d9953ef3,hispanic,male,176,2,2855-2863 E 95TH ST CHICAGO IL 60617
8d69406b4c50,white,female,177,1,7146 S ASHLAND AVE CHICAGO IL 60636
8d74cb57068d,white,female,175,3,755 W LAWRENCE AVE IL 60640
8d776dd9bf49,white,female,176,2,2753 W 63RD ST CHICAGO IL 60629
8d92f8a7a21e,black,male,176,2,4947 N DAMEN AVE CHICAGO IL 60625
8d9489dbb7e2,white,female,175,3,5842 N BROADWAY CHICAGO IL 60660
8d97c3750cf3,white,female,177,1,1474 W 115TH ST CHICAGO IL 60643
8d9a44144b71,white,male,176,2,3418 S HALSTED ST CHICAGO IL 60608
8da10ebc5b3f,white,female,177,1,3450 N LINCOLN AVE CHICAGO IL 60657
8da5782b8f88,white,male,177,1,4332 N WESTERN AVE CHICAGO IL
8da76bddf310,white,male,176,2,22 E 63RD ST IL 60637
8db417286d97,white,female,177,1,1126 W 99TH ST IL 60643
8db75bbecc76,white,female,177,1,2240-2242 W DEVON AVE CHICAGO IL 60659
8dbf44519e63,black,female,176,2,2415 W PETERSON AVE CHICAGO IL 60659
8dc672f8722b,white,male,174,4,190 N WELLS ST CHICAGO IL 60606
8dc75a9a3eeb,white,male,177,1,2425 E 72ND ST CHICAGO IL 60649
8dde9df4fa5f,white,female,177,1,10300 S MICHIGAN AVE IL 60628
8ddfa6f9060e,black,male,170,8,1613 W CHICAGO AVE CHICAGO IL 60622
8de003bdfe61,black,female,176,2,3556 E 118TH ST CHICAGO IL 60617
8decec434039,white,male,176,2,5255 W MADISON ST CHICAGO IL 60644
8defe6507bb4,white,male,177,1,2616 N CLARK ST CHICAGO IL 60614
8df0261658cf,white,female,176,2,2464-2468 N LINCOLN AVE CHICAGO IL 60614
8df24a2b0ff9,white,female,175,3,3351 N BROADWAY CHICAGO IL 60657
8df9bddb06d3,white,female,177,1,3167 N MILWAUKEE AVE CHICAGO IL 60618
8dfe1bcc51f3,white,male,176,2,CHICAGO IL 60655
8e082b2c8131,white,female,177,1,400 E 95TH ST CHICAGO IL 60619
8e14fd8baff8,white,female,176,2,2843 W 63 ST IL 60629
8e18afc36fa5,black,male,176,2,5302 S CORNELL AVE CHICAGO 60615
8e1bdeab389b,black,female,176,2,1611 E 55TH ST CHICAGO IL 60615
8e205be5c483,asian,male,176,2,3315 W BRYN MAWR AVE CHICAGO IL 60659
8e30497ab7ae,hispanic,male,170,8,33 W MONROE ST CHICAGO IL 60603
8e351cf38548,white,male,178,0,5216 W LAWRENCE AVE CHICAGO 60630
8e38e8766f92,black,female,177,1,3959 W LAWRENCE AVE CHICAGO IL 60625
8e3b5a3ea93f,white,male,176,2,7908 S HALSTED ST CHICAGO IL 60620
8e404d78e7ae,white,male,178,0,3821 W LAWRENCE AVE CHICAGO IL 60625
8e434d310b39,white,female,177,1,2950 W BELMONT AVE CHICAGO IL 60618
8e4763ca2b48,white,male,176,2,7901 S DAMEN AVE CHICAGO IL 60620
8e51f88d7e39,hispanic,female,176,2,749 N CLARK ST CHICAGO IL
8e62afcee47e,white,female,177,1,500 W 35TH ST CHICAGO IL 60616
8e87e2ee973b,black,male,176,2,3711 W 55TH ST CHICAGO IL 60632
8e947dad766a,white,male,175,3,6348 N ARTESIAN AVE CHICAGO IL 60659
8e98423890bb,black,male,174,4,6500 S COTTAGE GROVE AVE CHICAGO IL 60637
8e9c6920df39,white,female,177,1,333 W 119TH ST CHICAGO IL 60628
8ea8323ee5b5,white,male,177,1,4701 N LINCOLN AVE IL 60625
8eb5e0a80e7f,hispanic,female,173,5,5815 W MADISON ST CHICAGO IL 60644
8ebcb554f84e,hispanic,male,176,2,2558 W LAWRENCE AVE CHICAGO IL
8ebd01f9b7a5,white,male,177,1,4152 W CHICAGO AVE CHICAGO IL 60651
8ec076d8c3f3,white,female,176,2,10001 S Pulaski RD CHICAGO IL 60655
8ec486c25f79,hispanic,male,176,2,6046 S WESTERN AVE CHICAGO IL 60636
8ec696651eb4,white,male,177,1,3719 N HARLEM AVE CHICAGO IL 60634
8eca0ee541af,black,male,172,6,201 N Clinton ST CHICAGO IL 60661
8ed13ec4a718,asian,female,177,1,2333 N MILWAUKEE AVE BLDG CHICAGO IL 60647
8ed32d3e4335,white,male,176,2,5300 W CUYLER IL 60641
8ed6ab53e4e4,white,male,175,3,2611 W 48TH ST CHICAGO IL 60632
8eddbe3ba035,black,male,177,1,2428 N ASHLAND AVE CHICAGO IL 60614
8ee2c351fb39,white,female,177,1,814 W EASTMAN ST CHICAGO IL 60642
8ee473e54e6c,asian,female,176,2,5404 N KEDZIE AVE CHICAGO IL 60625
8eec39eaf351,white,female,176,2,804 N RUSH ST CHICAGO IL 60611
8ef214d30945,white,female,178,0,3601 W NORTH AVE BLDG 1STFL. IL 60647
8ef85146a63d,white,male,177,1,5210 W DIVERSEY AVE CHICAGO IL 60639
8f0ab4baec46,white,male,176,2,1646 W 95TH ST CHICAGO IL
8f0e995fbc03,white,female,177,1,49 W DIVISION ST CHICAGO IL 60610
8f11d2fc3685,white,male,177,1,1438 W CHICAGO AVE CHICAGO IL 60642
8f12a6db39be,white,male,177,1,614-618 S Dearborn ST CHICAGO IL 60605
8f2531f72817,white,female,176,2,1025 W BELMONT AVE CHICAGO IL 60657
8f2b32144a5b,white,female,177,1,354 W HUBBARD ST IL 60654
8f2e32c86ae5,hispanic,female,177,1,6855-6859 W IRVING PARK RD CHICAGO IL 60634
8f357d432ae6,white,male,178,0,818 E 47TH ST CHICAGO IL 60653
8f38bc815a69,white,female,175,3,5973 N CLARK ST CHICAGO IL 60660
8f3ccea90d97,black,male,174,4,6410-6416 W 63RD ST CHICAGO 60638
8f3df4cdd38a,black,male,177,1,5207 W BELMONT AVE CHICAGO IL 60641
8f3e13d409ac,white,male,177,1,5335 N SHERIDAN RD CHICAGO IL 60640
8f3e2cf65a1a,white,female,176,2,3202 W CHICAGO AVE CHICAGO IL 60651
8f40c9e99c79,white,male,178,0,2534 W 63RD ST CHICAGO IL 60629
8f42934806a3,white,female,176,2,2933-2939 W IRVING PARK RD CHICAGO IL 60618
8f4c9845b9ca,hispanic,female,175,3,8313 S RACINE AVE IL 60620
8f508a28fb9e,white,female,176,2,4316 S ASHLAND AVE CHICAGO IL 60609
8f50df35f971,white,female,176,2,2033 N Milwaukee AVE CHICAGO IL 60647
8f5915ac12ba,white,male,176,2,5606 W Irving Park RD CHICAGO IL 60634
8f5a095f3c09,black,male,175,3,1756 W 18TH ST CHICAGO IL 60608
8f65e13121bc,white,female,177,1,4305 N KEDZIE AVE CHICAGO IL 60618
8f6702a54b11,black,female,175,3,1911 W 47TH ST IL 60609
8f6c5976d57d,hispanic,male,177,1,10 S CLINTON ST CHICAGO IL 60661
8f77325697f4,white,female,177,1,2566-2568 N LINCOLN AVE CHICAGO IL 60614
8f7743baf1d2,white,male,177,1,1616 S Avers CHICAGO IL 60623
8f79164b90a7,white,male,177,1,2344 S HOYNE AVE IL 60608
8f813f611aba,white,male,177,1,7004-7006 W HIGGINS AVE CHICAGO IL 60656
8f8fb144b32e,white,female,176,2,1520-1524 W HOWARD ST CHICAGO IL 60626
8f9b41813bd0,white,male,176,2,6524 S PULASKI RD CHICAGO 60629
8fa5fb22e632,black,female,174,4,3418 N HARLEM AVE CHICAGO IL 60634
8fae265b9fd4,white,female,177,1,3308 W 55TH ST CHICAGO IL 60632
8fbc3f98e39c,white,male,176,2,3125 W LAWRENCE AVE CHICAGO IL 60625
8fbc93544e19,hispanic,female,177,1,4843 W BELMONT AVE CHICAGO 60641
8fbf3d97061b,white,male,177,1,10900  S WESTERN AVE CHICAGO IL 60643
8fd2572b5836,white,male,176,2,625 N MICHIGAN AVE CHICAGO IL 60611
8fd7f536b5a7,white,male,176,2,4343 W SUNNYSIDE CHICAGO IL 60630
8fe05ca19c8b,white,female,177,1,3636 W MONTROSE AVE IL 60618
8ff54f8a43ba,black,male,176,2,1541 W BRYN  MAWR AVE CHICAGO IL 60660
8ff74e147436,black,male,176,2,7300 N WESTERN AVE CHICAGO IL 60645
8ff8685e8edc,asian,female,177,1,2411 S WESTERN AVE CHICAGO IL 60608
8ff92cf69b88,white,female,176,2,3925 N LINCOLN AVE CHICAGO IL 60613
900a7099d07b,white,female,177,1,6072 S ARCHER AVE CHICAGO IL 60638
9010838d278a,hispanic,male,174,4,2890 N MILWAUKEE AVE CHICAGO IL 60618
9011b2ed0812,hispanic,female,176,2,1549 N WELLS ST CHICAGO IL 60610
9012e857c45f,white,female,177,1,71 E MONROE ST CHICAGO IL 60603
901427e3d80b,white,male,176,2,10437 S KEDZIE AVE CHICAGO IL 60655
901537c84ad4,white,male,175,3,13231 S Burley (3234E) CHICAGO IL 60633
902367c3e387,asian,male,176,2,8422 S DAMEN AVE CHICAGO IL 60620
903e3cc99a9e,white,male,174,4,1829 W CHICAGO AVE CHICAGO IL 60622
903e66f62ec4,white,female,176,2,5259 W FULLERTON CHICAGO IL 60639
90449575c60f,white,female,177,1,2336 N MILWAUKEE AVE CHICAGO IL 60647
904bd0731981,black,female,176,2,1664-1666 N CALIFORNIA AVE CHICAGO IL 60647
905be4252086,white,male,173,5,4244 S WENTWORTH AVE CHICAGO IL 60609
905bfcd94acd,white,male,175,3,2163-2165 N WESTERN AVE CHICAGO IL 60647
906417a1b866,white,female,176,2,3463 N CLARK ST CHICAGO IL 60657
906639a5db96,white,female,176,2,2335 W MONTROSE AVE CHICAGO IL 60618
9066d4973d9b,white,male,177,1,2402 S WENTWORTH AVE CHICAGO IL 60616
906a6686dcb5,asian,female,177,1,6201 S ASHLAND AVE CHICAGO IL 60636
906f931ab5d6,white,male,177,1,525 N Armour ST CHICAGO IL 60642
9072933aafd6,white,female,176,2,2666-2668 N HALSTED ST CHICAGO IL 60614
90755c563522,black,male,175,3,8909 S COMMERCIAL AVE CHICAGO IL 60617
9081659a5121,white,female,177,1,1422 W Taylor ST CHICAGO IL 60607
908aa57fb22a,black,female,177,1,1702 E 87TH ST CHICAGO IL 60617
908ed4d9606d,white,male,175,3,161 N CLARK ST CHICAGO IL 60601
9.09251E+11,black,male,176,2,1561 N MILWAUKEE AVE CHICAGO IL 60622
909fa5fc7d31,white,male,177,1,4124 W 47TH ST CHICAGO IL 60632
909fac18a451,asian,female,175,3,5044 S COTTAGE GROVE AVE CHICAGO IL 60615
90a591643eb4,white,male,175,3,1100 W LAWRENCE AVE IL 60640
90b7879a3ec0,white,male,174,4,1 N FRANKLIN ST CHICAGO IL 60606
90bafe4a4416,hispanic,female,172,6,1846 N DAMEN AVE IL 60647
90bbe84db3aa,hispanic,male,176,2,4138 N LINCOLN AVE CHICAGO IL 60618
90bc0c802603,black,male,176,2,351 E 103RD ST CHICAGO IL 60628
90c67aea4ca3,white,male,176,2,4401 W ARMITAGE AVE CHICAGO IL 60639
90cf84d4bdd3,white,female,175,3,9130 S University (1132E) CHICAGO IL 60619
90d0aad8b9e6,white,male,178,0,3500-3504 N CICERO AVE CHICAGO IL 60641
90d42b3f2722,white,female,177,1,2226 S WENTWORTH AVE CHICAGO IL 60616
90dcfba493c4,white,male,177,1,1967-1969 W LAWRENCE AVE CHICAGO IL 60640
90e23a4f8e8f,white,female,176,2,33 W MONROE ST FL CHICAGO IL 60603
90e89db7f124,white,male,177,1,55 E Pearson ST BLDG IL 60611
90ec05cc07f2,white,female,176,2,1007 W ARGYLE ST CHICAGO IL 60640
90f5e92ea180,white,male,176,2,2009 W Schiller ST CHICAGO IL 60622
90fb85ec7711,white,female,175,3,3500 N ELSTON AVE CHICAGO IL 60618
90fefe49398f,white,female,177,1,6711 N SHERIDAN RD CHICAGO IL 60626
910cce6772a6,white,male,176,2,5050 N CICERO AVE CHICAGO IL 60630
910ee52b1d8d,white,female,177,1,2000 W 34TH ST CHICAGO IL 60608
911a9939b03f,white,female,176,2,11203 S CORLISS AVE CHICAGO IL 60628
911bfbac66a3,white,female,176,2,712 N CLARK ST CHICAGO IL 60654
911db920a868,black,female,174,4,1409 W LUNT AVE IL 60659
912409e453a4,white,male,177,1,7030 N Sacramento AVE CHICAGO IL 60645
9125eb25d832,black,female,176,2,225 W RANDOLPH ST CHICAGO IL 60606
912a1326cb15,white,male,177,1,958-960 W BELMONT AVE CHICAGO IL 60657
913123220aae,white,male,177,1,2122 N HALSTED ST IL 60614
9133bad5fa38,hispanic,male,177,1,2410 N LINCOLN AVE CHICAGO IL 60614
9136484675c1,white,female,176,2,3332 N LINCOLN AVE CHICAGO IL 60657
914e9966f0a4,white,male,176,2,1424 W 61ST ST CHICAGO IL 60636
9.17258E+11,white,female,177,1,225 E CHICAGO CHICAGO IL 60611
917b830b1230,black,female,175,3,2141 S TAN CT CHICAGO IL 60616
918e840a1a80,white,female,176,2,3210 W MONTROSE AVE IL 60618
919176ae8425,white,female,176,2,CHICAGO IL 60625
919267a421be,white,female,176,2,6422 W 63RD ST CHICAGO IL 60638
91933cbf4343,hispanic,male,175,3,131 N CLINTON CHICAGO IL 60661
9198e7807262,white,male,177,1,1246 N WELLS ST CHICAGO IL 60610
919faea21c44,hispanic,female,174,4,6454-6460 W NORTH AVE CHICAGO IL 60707
91b57c8cea73,white,male,176,2,3357 W HARRISON ST CHICAGO IL 60624
91bb1b2d0d2f,black,female,176,2,921 W BELMONT AVE CHICAGO IL 60657
91bee8cab3e0,white,female,175,3,454 E 35TH ST CHICAGO IL 60616
91c3cd35568d,hispanic,male,176,2,28 S CLINTON ST CHICAGO IL 60661
91c84df8bce7,white,female,176,2,1231 S Pulaski  Rd CHICAGO IL 60623
91c956d09456,hispanic,male,176,2,4453 S ARCHER AVE CHICAGO IL 60632
91cca0b9da07,black,female,175,3,7167 S EXCHANGE AVE CHICAGO IL 60649
91ce6264ebf0,white,female,178,0,2350 W 110 Pl (11032S) CHICAGO IL 60643
91d1f281230f,white,female,174,4,6837 W BELMONT AVE CHICAGO IL
91d29fae5818,hispanic,male,170,8,4929 W IRVING PARK RD CHICAGO IL 60641
91d519f13ded,white,male,176,2,401 N WABASH AVE CHICAGO IL 60611
91d88af3a54e,hispanic,female,176,2,5303 N CLARK ST CHICAGO 60640
91e3c497d2ea,asian,male,176,2,3204 N SHEFFIELD AVE CHICAGO IL
91e81e245928,black,male,177,1,6056 N BROADWAY CHICAGO IL 60660
91e8ac233c8d,white,female,177,1,1418 W MORSE AVE CHICAGO IL 60626
91ed36e43e6f,white,female,177,1,2138 S ARCHER AVE CHICAGO IL 60616
91f00757a4bd,white,female,177,1,325 W HURON ST CHICAGO IL 60654
91fefc8103bf,asian,male,175,3,375 N MORGAN ST IL 60607
9200c2ff76ae,white,male,177,1,411 S WELLS ST CHICAGO IL 60607
92096751cf25,white,male,175,3,3509 N HARLEM AVE CHICAGO IL 60634
920bb8bf22bd,white,male,177,1,2366-2370 N NEVA AVE CHICAGO IL 60707
920ca40f80b1,white,female,176,2,4352 N LEAVITT ST CHICAGO IL 60618
921008b55a77,white,male,177,1,2003-2009 N WESTERN AVE CHICAGO IL 60647
92165b520d69,white,female,175,3,640 W IRVING PARK RD CHICAGO IL 60613
921a752ca751,black,female,176,2,2256 N ORCHARD ST CHICAGO IL 60614
9224734e77e3,white,male,178,0,2237-2247 W CHICAGO AVE CHICAGO IL 60622
922e7c2a495b,white,male,176,2,3561 N BROADWAY CHICAGO IL 60657
923988f527e3,white,male,177,1,7836 S Union (700W) CHICAGO IL 60620
92511b9f62e2,white,female,175,3,2706 W PETERSON AVE CHICAGO IL 60659
925278fba0df,hispanic,female,176,2,1 W DIVISION ST CHICAGO IL 60610
9254a4da25cb,black,female,172,6,225 W 26TH ST CHICAGO IL 60616
9257ddb5c26a,white,male,177,1,216 W 22ND PL CHICAGO IL 60616
9259c3a32ffd,white,female,176,2,607 N WELLS ST CHICAGO IL 60654
92731e392a01,white,female,177,1,2609 S KEDZIE AVE CHICAGO IL 60623
92734924108d,white,male,176,2,7019 N Ashland AVE CHICAGO IL 60626
928761117c47,white,male,175,3,CHICAGO IL 60618
92a26d4a3db2,asian,male,176,2,1014 S WESTERN AVE CHICAGO IL 60612
92b7fd57aa53,hispanic,female,172,6,10622-10624 S HALSTED ST CHICAGO IL 60628
92b8e3f3f0ce,white,female,177,1,4120 W 57 ST CHICAGO IL 60629
92bb35499909,white,female,177,1,1052-1070 W BRYN MAWR AVE CHICAGO IL 60660
92bd2c1dda77,white,female,175,3,4100 S ASHLAND AVE CHICAGO IL 60609
92d16ced8813,hispanic,male,178,0,3847 W FULLERTON AVE CHICAGO IL 60647
92d946bc1245,black,male,175,3,2159 W CHICAGO AVE CHICAGO IL 60622
92f220cbb749,white,female,176,2,3332 N CLARK ST CHICAGO IL 60657
92f62a84ffa4,white,female,177,1,2015 W DIVISION AVE CHICAGO IL 60622
92fa8049be15,white,female,176,2,506 W HARRISON ST CHICAGO IL 60607
92feb0dc1caa,black,male,174,4,2121 N Keeler CHICAGO IL 60639
92ff7058fb71,white,female,176,2,1358 W RANDOLPH ST CHICAGO IL 60607
93065b26f1ce,white,male,177,1,319 S JEFFERSON ST CHICAGO IL 60661
930f4da297d7,hispanic,male,177,1,3508 N BROADWAY CHICAGO IL 60657
9324f0f4bf2d,white,female,175,3,255 W GARFIELD BLVD CHICAGO IL 60621
932fdd576a86,white,female,177,1,4949-51 N BROADWAY CHICAGO 60640
9330e9eed77f,white,female,176,2,4242 S WENTWORTH AVE CHICAGO IL 60609
9.33517E+11,white,male,175,3,749 N CLARK ST CHICAGO IL 60654
933896f41a05,black,male,177,1,1417 W TAYLOR ST CHICAGO IL 60607
933abd879c3d,white,female,174,4,2021 W CERMAK RD CHICAGO IL 60608
933b53a842af,white,female,174,4,3327-3329 W ARMITAGE AVE CHICAGO IL 60647
933ebb4d72a6,white,female,177,1,5737 W IRVING PARK RD CHICAGO IL 60634
933ff3b0c556,white,female,173,5,1165 W 18TH ST CHICAGO IL 60608
93430d0f666d,white,male,177,1,962 W BELMONT AVE CHICAGO IL 60657
9348b4970248,white,male,177,1,6333 N WINTHROP AVE CHICAGO IL 60660
934b116de897,white,male,177,1,3900 W PETERSON CHICAGO IL 60659
935ba1052cfd,white,female,176,2,345 W ARMITAGE AVE CHICAGO IL 60614
93715bf2c545,hispanic,female,175,3,3231 N SPRINGFIELD AVE IL 60618
937e9b000910,white,male,176,2,900 W GARFIELD BLVD CHICAGO IL 60609
939773e4a27e,white,male,176,2,5705-5709 W North AVE CHICAGO IL 60639
9.39914E+11,white,female,176,2,6125 N MILWAUKEE AVE CHICAGO IL 60646
939a14259cb0,black,male,177,1,5604 W DIVISION ST CHICAGO IL 60651
93a1c99ab207,hispanic,male,177,1,5800 N LINCOLN AVE CHICAGO IL 60659
93a6c732e948,black,female,177,1,4646 S CICERO AVE CHICAGO 60638
93a8309a1dec,black,male,175,3,2806 W 40TH PL CHICAGO IL 60632
93a8e9ffa323,hispanic,male,177,1,207 W CERMAK RD CHICAGO IL 60616
93af7b7ba12a,white,male,177,1,5320 N BROADWAY CHICAGO IL 60640
93b603490b99,white,male,177,1,5239 N CENTRAL AVE CHICAGO IL 60630
93c39ac667a8,black,female,176,2,2806 W LAKE ST IL 60612
93d88fd41e2a,hispanic,female,177,1,717-719 E 63RD ST CHICAGO IL 60637
93e68caade3a,white,male,177,1,2743 - 2749 N LINCOLN AVE CHICAGO IL 60614
